[2025-08-21 13:00:01] ✅ Row 465: Deposit accepted — 10.05 at 2019-06-26 08:30:20 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 466: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=330.0 dt='2019-06-26 10:56:25'
[2025-08-21 13:00:01] ⚠️ Row 466: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 467: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=380.0 dt='2019-06-26 11:25:05'
[2025-08-21 13:00:01] ⚠️ Row 467: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 468: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=450.0 dt='2019-06-26 11:38:46'
[2025-08-21 13:00:01] ⚠️ Row 468: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 469: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=100.0 dt='2019-06-26 12:30:03'
[2025-08-21 13:00:01] ✅ Row 469: Redeem accepted — -100.0 at 2019-06-26 12:30:03 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 470: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=200.0 dt='2019-06-28 15:18:28'
[2025-08-21 13:00:01] ⚠️ Row 470: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 471: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=300.0 dt='2019-06-28 15:29:38'
[2025-08-21 13:00:01] ⚠️ Row 471: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 472: type='redeem' dep=False wdr=True status_orig='Cancelled' canon='rejected' amount=300.0 dt='2019-06-28 15:34:09'
[2025-08-21 13:00:01] ⚠️ Row 472: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 473: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=350.0 dt='2019-06-28 15:36:51'
[2025-08-21 13:00:01] ⚠️ Row 473: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 474: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=340.0 dt='2019-06-28 15:45:22'
[2025-08-21 13:00:01] ⚠️ Row 474: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 475: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=350.0 dt='2019-06-28 16:17:51'
[2025-08-21 13:00:01] ⚠️ Row 475: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 476: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=600.0 dt='2019-06-28 16:38:59'
[2025-08-21 13:00:01] ⚠️ Row 476: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 477: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=640.0 dt='2019-06-28 16:55:56'
[2025-08-21 13:00:01] ⚠️ Row 477: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 478: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=24.32 dt='2019-06-28 17:36:40'
[2025-08-21 13:00:01] ✅ Row 478: Deposit accepted — 24.32 at 2019-06-28 17:36:40 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 479: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=430.0 dt='2019-06-28 19:07:29'
[2025-08-21 13:00:01] ⚠️ Row 479: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 480: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=375.0 dt='2019-06-28 19:12:46'
[2025-08-21 13:00:01] ⚠️ Row 480: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 481: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=25.46 dt='2019-06-29 06:22:52'
[2025-08-21 13:00:01] ✅ Row 481: Deposit accepted — 25.46 at 2019-06-29 06:22:52 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 482: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=18.82 dt='2019-06-29 06:25:40'
[2025-08-21 13:00:01] ✅ Row 482: Deposit accepted — 18.82 at 2019-06-29 06:25:40 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 483: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.07 dt='2019-06-29 06:31:13'
[2025-08-21 13:00:01] ✅ Row 483: Deposit accepted — 11.07 at 2019-06-29 06:31:13 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 484: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=22.11 dt='2019-06-29 16:25:39'
[2025-08-21 13:00:01] ✅ Row 484: Deposit accepted — 22.11 at 2019-06-29 16:25:39 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 485: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=14.37 dt='2019-06-29 18:01:57'
[2025-08-21 13:00:01] ✅ Row 485: Deposit accepted — 14.37 at 2019-06-29 18:01:57 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 486: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=400.0 dt='2019-06-29 19:13:26'
[2025-08-21 13:00:01] ⚠️ Row 486: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 487: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=890.0 dt='2019-06-30 07:34:49'
[2025-08-21 13:00:01] ⚠️ Row 487: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 488: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=780.0 dt='2019-06-30 15:27:33'
[2025-08-21 13:00:01] ⚠️ Row 488: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 489: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=490.0 dt='2019-07-01 13:16:03'
[2025-08-21 13:00:01] ⚠️ Row 489: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 490: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=670.0 dt='2019-07-01 15:35:31'
[2025-08-21 13:00:01] ⚠️ Row 490: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 491: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=650.0 dt='2019-07-02 11:24:47'
[2025-08-21 13:00:01] ⚠️ Row 491: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 492: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=1110.0 dt='2019-07-03 06:27:44'
[2025-08-21 13:00:01] ⚠️ Row 492: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 493: type='redeem' dep=False wdr=True status_orig='Rejected' canon='rejected' amount=860.0 dt='2019-07-03 16:54:14'
[2025-08-21 13:00:01] ⚠️ Row 493: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 494: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=16.42 dt='2019-07-15 16:08:14'
[2025-08-21 13:00:01] ✅ Row 494: Deposit accepted — 16.42 at 2019-07-15 16:08:14 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 495: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=14.43 dt='2019-07-16 05:14:44'
[2025-08-21 13:00:01] ✅ Row 495: Deposit accepted — 14.43 at 2019-07-16 05:14:44 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 496: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=10.37 dt='2019-07-16 07:23:30'
[2025-08-21 13:00:01] ⚠️ Row 496: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 497: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=10.36 dt='2019-07-16 07:36:54'
[2025-08-21 13:00:01] ⚠️ Row 497: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 498: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.36 dt='2019-07-16 10:00:16'
[2025-08-21 13:00:01] ✅ Row 498: Deposit accepted — 10.36 at 2019-07-16 10:00:16 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 499: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.9 dt='2019-07-17 09:07:11'
[2025-08-21 13:00:01] ✅ Row 499: Deposit accepted — 10.9 at 2019-07-17 09:07:11 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 500: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=21.81 dt='2019-07-17 10:10:38'
[2025-08-21 13:00:01] ✅ Row 500: Deposit accepted — 21.81 at 2019-07-17 10:10:38 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 501: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=16.36 dt='2019-07-17 10:45:15'
[2025-08-21 13:00:01] ⚠️ Row 501: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 502: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=14.18 dt='2019-07-17 11:01:30'
[2025-08-21 13:00:01] ✅ Row 502: Deposit accepted — 14.18 at 2019-07-17 11:01:30 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 503: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=16.36 dt='2019-07-19 15:27:58'
[2025-08-21 13:00:01] ✅ Row 503: Deposit accepted — 16.36 at 2019-07-19 15:27:58 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 504: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.91 dt='2019-07-19 15:32:06'
[2025-08-21 13:00:01] ✅ Row 504: Deposit accepted — 10.91 at 2019-07-19 15:32:06 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 505: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.91 dt='2019-07-19 16:54:36'
[2025-08-21 13:00:01] ✅ Row 505: Deposit accepted — 10.91 at 2019-07-19 16:54:36 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 506: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=13.14 dt='2019-07-20 03:54:42'
[2025-08-21 13:00:01] ✅ Row 506: Deposit accepted — 13.14 at 2019-07-20 03:54:42 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 507: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.95 dt='2019-07-20 03:59:44'
[2025-08-21 13:00:01] ✅ Row 507: Deposit accepted — 10.95 at 2019-07-20 03:59:44 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 508: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.36 dt='2019-07-20 15:54:44'
[2025-08-21 13:00:01] ✅ Row 508: Deposit accepted — 10.36 at 2019-07-20 15:54:44 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 509: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=13.8 dt='2019-07-21 13:41:27'
[2025-08-21 13:00:01] ✅ Row 509: Deposit accepted — 13.8 at 2019-07-21 13:41:27 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 510: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.5 dt='2019-07-21 14:18:42'
[2025-08-21 13:00:01] ✅ Row 510: Deposit accepted — 10.5 at 2019-07-21 14:18:42 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 511: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.41 dt='2019-07-22 15:50:11'
[2025-08-21 13:00:01] ✅ Row 511: Deposit accepted — 10.41 at 2019-07-22 15:50:11 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 512: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.41 dt='2019-07-23 13:54:07'
[2025-08-21 13:00:01] ✅ Row 512: Deposit accepted — 10.41 at 2019-07-23 13:54:07 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 513: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.51 dt='2019-07-25 14:33:05'
[2025-08-21 13:00:01] ✅ Row 513: Deposit accepted — 10.51 at 2019-07-25 14:33:05 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 514: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.49 dt='2019-07-26 15:48:51'
[2025-08-21 13:00:01] ✅ Row 514: Deposit accepted — 10.49 at 2019-07-26 15:48:51 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 515: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=12.98 dt='2019-07-26 17:15:05'
[2025-08-21 13:00:01] ⚠️ Row 515: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 516: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=21.49 dt='2019-11-16 11:28:32'
[2025-08-21 13:00:01] ✅ Row 516: Deposit accepted — 21.49 at 2019-11-16 11:28:32 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 517: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.53 dt='2019-11-16 13:57:23'
[2025-08-21 13:00:01] ✅ Row 517: Deposit accepted — 10.53 at 2019-11-16 13:57:23 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 518: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=21.51 dt='2019-11-21 12:40:44'
[2025-08-21 13:00:01] ✅ Row 518: Deposit accepted — 21.51 at 2019-11-21 12:40:44 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 519: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.75 dt='2019-11-21 13:18:32'
[2025-08-21 13:00:01] ✅ Row 519: Deposit accepted — 10.75 at 2019-11-21 13:18:32 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 520: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=13.91 dt='2019-11-28 16:12:33'
[2025-08-21 13:00:01] ✅ Row 520: Deposit accepted — 13.91 at 2019-11-28 16:12:33 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 521: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=14.99 dt='2019-11-30 09:01:55'
[2025-08-21 13:00:01] ✅ Row 521: Deposit accepted — 14.99 at 2019-11-30 09:01:55 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 522: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=10.74 dt='2019-12-06 09:11:13'
[2025-08-21 13:00:01] ⚠️ Row 522: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:01] ℹ️ Row 523: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=21.48 dt='2019-12-06 09:53:41'
[2025-08-21 13:00:01] ✅ Row 523: Deposit accepted — 21.48 at 2019-12-06 09:53:41 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 524: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=16.07 dt='2019-12-06 11:00:39'
[2025-08-21 13:00:01] ✅ Row 524: Deposit accepted — 16.07 at 2019-12-06 11:00:39 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 525: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=21.44 dt='2019-12-06 15:08:00'
[2025-08-21 13:00:01] ✅ Row 525: Deposit accepted — 21.44 at 2019-12-06 15:08:00 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 526: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=16.08 dt='2019-12-06 15:12:40'
[2025-08-21 13:00:01] ✅ Row 526: Deposit accepted — 16.08 at 2019-12-06 15:12:40 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 527: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.72 dt='2019-12-06 15:16:24'
[2025-08-21 13:00:01] ✅ Row 527: Deposit accepted — 10.72 at 2019-12-06 15:16:24 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 528: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.79 dt='2019-12-06 15:22:12'
[2025-08-21 13:00:01] ✅ Row 528: Deposit accepted — 11.79 at 2019-12-06 15:22:12 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 529: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=16.18 dt='2019-12-13 13:21:37'
[2025-08-21 13:00:01] ✅ Row 529: Deposit accepted — 16.18 at 2019-12-13 13:21:37 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 530: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=17.36 dt='2019-12-14 10:42:16'
[2025-08-21 13:00:01] ✅ Row 530: Deposit accepted — 17.36 at 2019-12-14 10:42:16 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 531: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=21.48 dt='2019-12-21 10:32:00'
[2025-08-21 13:00:01] ✅ Row 531: Deposit accepted — 21.48 at 2019-12-21 10:32:00 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 532: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.2 dt='2019-12-21 10:52:17'
[2025-08-21 13:00:01] ✅ Row 532: Deposit accepted — 10.2 at 2019-12-21 10:52:17 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 533: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.2 dt='2019-12-21 16:14:22'
[2025-08-21 13:00:01] ✅ Row 533: Deposit accepted — 10.2 at 2019-12-21 16:14:22 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 534: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.2 dt='2019-12-21 16:43:33'
[2025-08-21 13:00:01] ✅ Row 534: Deposit accepted — 10.2 at 2019-12-21 16:43:33 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 535: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=21.48 dt='2019-12-22 14:30:42'
[2025-08-21 13:00:01] ✅ Row 535: Deposit accepted — 21.48 at 2019-12-22 14:30:42 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 536: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=27.21 dt='2019-12-25 15:50:16'
[2025-08-21 13:00:01] ✅ Row 536: Deposit accepted — 27.21 at 2019-12-25 15:50:16 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 537: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=37.94 dt='2019-12-27 10:50:01'
[2025-08-21 13:00:01] ✅ Row 537: Deposit accepted — 37.94 at 2019-12-27 10:50:01 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 538: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=65.04 dt='2019-12-28 08:23:30'
[2025-08-21 13:00:01] ✅ Row 538: Deposit accepted — 65.04 at 2019-12-28 08:23:30 (status='Approved')
[2025-08-21 13:00:01] ℹ️ Row 539: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=108.4 dt='2019-12-28 10:24:58'
[2025-08-21 13:00:02] ✅ Row 539: Deposit accepted — 108.4 at 2019-12-28 10:24:58 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 540: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=32.52 dt='2019-12-28 11:59:04'
[2025-08-21 13:00:02] ✅ Row 540: Deposit accepted — 32.52 at 2019-12-28 11:59:04 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 541: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=43.36 dt='2019-12-28 15:46:04'
[2025-08-21 13:00:02] ✅ Row 541: Deposit accepted — 43.36 at 2019-12-28 15:46:04 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 542: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=484.13 dt='2019-12-29 22:24:07'
[2025-08-21 13:00:02] ✅ Row 542: Redeem accepted — -484.13 at 2019-12-29 22:24:07 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 543: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.2 dt='2020-01-01 13:40:21'
[2025-08-21 13:00:02] ✅ Row 543: Deposit accepted — 11.2 at 2020-01-01 13:40:21 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 544: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=16.33 dt='2020-01-01 13:57:53'
[2025-08-21 13:00:02] ✅ Row 544: Deposit accepted — 16.33 at 2020-01-01 13:57:53 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 545: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=13.59 dt='2020-01-01 14:21:12'
[2025-08-21 13:00:02] ✅ Row 545: Deposit accepted — 13.59 at 2020-01-01 14:21:12 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 546: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=22.46 dt='2020-01-25 08:16:36'
[2025-08-21 13:00:02] ✅ Row 546: Deposit accepted — 22.46 at 2020-01-25 08:16:36 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 547: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=21.23 dt='2020-02-08 12:14:42'
[2025-08-21 13:00:02] ✅ Row 547: Deposit accepted — 21.23 at 2020-02-08 12:14:42 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 548: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=25.32 dt='2020-02-15 08:16:53'
[2025-08-21 13:00:02] ✅ Row 548: Deposit accepted — 25.32 at 2020-02-15 08:16:53 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 549: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=21.91 dt='2020-02-15 13:51:28'
[2025-08-21 13:00:02] ✅ Row 549: Deposit accepted — 21.91 at 2020-02-15 13:51:28 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 550: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=12.6 dt='2020-02-16 06:08:40'
[2025-08-21 13:00:02] ✅ Row 550: Deposit accepted — 12.6 at 2020-02-16 06:08:40 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 551: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=15.83 dt='2020-02-25 13:18:14'
[2025-08-21 13:00:02] ✅ Row 551: Deposit accepted — 15.83 at 2020-02-25 13:18:14 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 552: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=23.53 dt='2020-02-29 15:10:06'
[2025-08-21 13:00:02] ✅ Row 552: Deposit accepted — 23.53 at 2020-02-29 15:10:06 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 553: type='redeem' dep=False wdr=True status_orig='Cancelled' canon='rejected' amount=135.52 dt='2020-03-01 15:40:57'
[2025-08-21 13:00:02] ⚠️ Row 553: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 554: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=135.32 dt='2020-03-01 15:41:37'
[2025-08-21 13:00:02] ✅ Row 554: Redeem accepted — -135.32 at 2020-03-01 15:41:37 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 555: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.83 dt='2020-03-03 10:28:48'
[2025-08-21 13:00:02] ✅ Row 555: Deposit accepted — 10.83 at 2020-03-03 10:28:48 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 556: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=14.23 dt='2020-03-07 07:41:01'
[2025-08-21 13:00:02] ✅ Row 556: Deposit accepted — 14.23 at 2020-03-07 07:41:01 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 557: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.38 dt='2020-03-07 13:20:46'
[2025-08-21 13:00:02] ✅ Row 557: Deposit accepted — 11.38 at 2020-03-07 13:20:46 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 558: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=12.39 dt='2020-03-14 15:13:10'
[2025-08-21 13:00:02] ✅ Row 558: Deposit accepted — 12.39 at 2020-03-14 15:13:10 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 559: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=21.89 dt='2020-03-21 08:42:42'
[2025-08-21 13:00:02] ✅ Row 559: Deposit accepted — 21.89 at 2020-03-21 08:42:42 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 560: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=16.21 dt='2020-03-21 10:34:45'
[2025-08-21 13:00:02] ✅ Row 560: Deposit accepted — 16.21 at 2020-03-21 10:34:45 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 561: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=20.85 dt='2020-03-22 10:27:23'
[2025-08-21 13:00:02] ✅ Row 561: Deposit accepted — 20.85 at 2020-03-22 10:27:23 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 562: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.81 dt='2020-03-29 07:14:20'
[2025-08-21 13:00:02] ✅ Row 562: Deposit accepted — 10.81 at 2020-03-29 07:14:20 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 563: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=17.3 dt='2020-03-29 14:06:45'
[2025-08-21 13:00:02] ✅ Row 563: Deposit accepted — 17.3 at 2020-03-29 14:06:45 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 564: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.06 dt='2020-04-04 07:17:31'
[2025-08-21 13:00:02] ✅ Row 564: Deposit accepted — 10.06 at 2020-04-04 07:17:31 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 565: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.06 dt='2020-04-04 09:49:34'
[2025-08-21 13:00:02] ✅ Row 565: Deposit accepted — 10.06 at 2020-04-04 09:49:34 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 566: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.89 dt='2020-04-05 05:24:38'
[2025-08-21 13:00:02] ✅ Row 566: Deposit accepted — 10.89 at 2020-04-05 05:24:38 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 567: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=18.03 dt='2020-04-11 11:40:16'
[2025-08-21 13:00:02] ✅ Row 567: Deposit accepted — 18.03 at 2020-04-11 11:40:16 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 568: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.6 dt='2020-04-11 13:20:25'
[2025-08-21 13:00:02] ✅ Row 568: Deposit accepted — 10.6 at 2020-04-11 13:20:25 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 569: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=14.85 dt='2020-04-11 14:21:59'
